id,pid,deep,name,pinyin_prefix,pinyin,ext_id,ext_name
341525,3415,2,"霍山","hus","huo shan","341525000000","霍山县"
3416,34,1,"亳州","boz","bo zhou","341600000000","亳州市"
341602,3416,2,"谯城","qic","qiao cheng","341602000000","谯城区"
341621,3416,2,"涡阳","guy","guo yang","341621000000","涡阳县"
341622,3416,2,"蒙城","mec","meng cheng","341622000000","蒙城县"
341623,3416,2,"利辛","lix","li xin","341623000000","利辛县"
3417,34,1,"池州","chz","chi zhou","341700000000","池州市"
341702,3417,2,"贵池","guc","gui chi","341702000000","贵池区"
341721,3417,2,"东至","doz","dong zhi","341721000000","东至县"
341722,3417,2,"石台","sht","shi tai","341722000000","石台县"
341723,3417,2,"青阳","qiy","qing yang","341723000000","青阳县"
3418,34,1,"宣城","xuc","xuan cheng","341800000000","宣城市"
341802,3418,2,"宣州","xuz","xuan zhou","341802000000","宣州区"
341821,3418,2,"郎溪","lax","lang xi","341821000000","郎溪县"
341822,3418,2,"广德","gud","guang de","341822000000","广德县"
341823,3418,2,"泾县","jix","jing xian","341823000000","泾县"
341824,3418,2,"绩溪","jix","ji xi","341824000000","绩溪县"
341825,3418,2,"旌德","jid","jing de","341825000000","旌德县"
341871,3418,2,"宣城市经济开发区","xucs","xuan cheng shi jing ji kai fa qu","341871000000","宣城市经济开发区"
341881,3418,2,"宁国","nig","ning guo","341881000000","宁国市"
35,0,0,"福建","fuj","fu jian","35","福建省"
3501,35,1,"福州","fuz","fu zhou","350100000000","福州市"
350102,3501,2,"鼓楼","gul","gu lou","350102000000","鼓楼区"
350103,3501,2,"台江","taj","tai jiang","350103000000","台江区"
350104,3501,2,"仓山","cas","cang shan","350104000000","仓山区"
350105,3501,2,"马尾","maw","ma wei","350105000000","马尾区"
350111,3501,2,"晋安","jia","jin an","350111000000","晋安区"
350121,3501,2,"闽侯","mih","min hou","350121000000","闽侯县"
350122,3501,2,"连江","lij","lian jiang","350122000000","连江县"
350123,3501,2,"罗源","luy","luo yuan","350123000000","罗源县"
350124,3501,2,"闽清","miq","min qing","350124000000","闽清县"
350125,3501,2,"永泰","yot","yong tai","350125000000","永泰县"
350128,3501,2,"平潭","pit","ping tan","350128000000","平潭县"
350181,3501,2,"福清","fuq","fu qing","350181000000","福清市"
350182,3501,2,"长乐","chl","chang le","350182000000","长乐市"
3502,35,1,"厦门","xim","xia men","350200000000","厦门市"
350203,3502,2,"思明","sim","si ming","350203000000","思明区"
350205,3502,2,"海沧","hac","hai cang","350205000000","海沧区"
350206,3502,2,"湖里","hul","hu li","350206000000","湖里区"
350211,3502,2,"集美","jim","ji mei","350211000000","集美区"
350212,3502,2,"同安","toa","tong an","350212000000","同安区"
350213,3502,2,"翔安","xia","xiang an","350213000000","翔安区"
3503,35,1,"莆田","put","pu tian","350300000000","莆田市"
350302,3503,2,"城厢","chx","cheng xiang","350302000000","城厢区"
350303,3503,2,"涵江","haj","han jiang","350303000000","涵江区"
350304,3503,2,"荔城","lic","li cheng","350304000000","荔城区"
350305,3503,2,"秀屿","xiy","xiu yu","350305000000","秀屿区"
350322,3503,2,"仙游","xiy","xian you","350322000000","仙游县"
3504,35,1,"三明","sam","san ming","350400000000","三明市"
350402,3504,2,"梅列","mel","mei lie","350402000000","梅列区"
350403,3504,2,"三元","say","san yuan","350403000000","三元区"
350421,3504,2,"明溪","mix","ming xi","350421000000","明溪县"
350423,3504,2,"清流","qil","qing liu","350423000000","清流县"
350424,3504,2,"宁化","nih","ning hua","350424000000","宁化县"
350425,3504,2,"大田","dat","da tian","350425000000","大田县"
350426,3504,2,"尤溪","yox","you xi","350426000000","尤溪县"
350427,3504,2,"沙县","shx","sha xian","350427000000","沙县"
350428,3504,2,"将乐","jil","jiang le","350428000000","将乐县"
350429,3504,2,"泰宁","tan","tai ning","350429000000","泰宁县"
350430,3504,2,"建宁","jin","jian ning","350430000000","建宁县"
350481,3504,2,"永安","yoa","yong an","350481000000","永安市"
3505,35,1,"泉州","quz","quan zhou","350500000000","泉州市"
350502,3505,2,"鲤城","lic","li cheng","350502000000","鲤城区"
350503,3505,2,"丰泽","fez","feng ze","350503000000","丰泽区"
350504,3505,2,"洛江","luj","luo jiang","350504000000","洛江区"
350505,3505,2,"泉港","qug","quan gang","350505000000","泉港区"
350521,3505,2,"惠安","hua","hui an","350521000000","惠安县"
350524,3505,2,"安溪","anx","an xi","350524000000","安溪县"
350525,3505,2,"永春","yoc","yong chun","350525000000","永春县"
350526,3505,2,"德化","deh","de hua","350526000000","德化县"
350527,3505,2,"金门","jim","jin men","350527000000","金门县"
350581,3505,2,"石狮","shs","shi shi","350581000000","石狮市"
350582,3505,2,"晋江","jij","jin jiang","350582000000","晋江市"
350583,3505,2,"南安","naa","nan an","350583000000","南安市"
3506,35,1,"漳州","zhz","zhang zhou","350600000000","漳州市"
350602,3506,2,"芗城","xic","xiang cheng","350602000000","芗城区"
350603,3506,2,"龙文","low","long wen","350603000000","龙文区"
350622,3506,2,"云霄","yux","yun xiao","350622000000","云霄县"
350623,3506,2,"漳浦","zhp","zhang pu","350623000000","漳浦县"
350624,3506,2,"诏安","zha","zhao an","350624000000","诏安县"
350625,3506,2,"长泰","cht","chang tai","350625000000","长泰县"
350626,3506,2,"东山","dos","dong shan","350626000000","东山县"
350627,3506,2,"南靖","naj","nan jing","350627000000","南靖县"
350628,3506,2,"平和","pih","ping he","350628000000","平和县"
350629,3506,2,"华安","hua","hua an","350629000000","华安县"
350681,3506,2,"龙海","loh","long hai","350681000000","龙海市"
3507,35,1,"南平","nap","nan ping","350700000000","南平市"
350702,3507,2,"延平","yap","yan ping","350702000000","延平区"
350703,3507,2,"建阳","jiy","jian yang","350703000000","建阳区"
350721,3507,2,"顺昌","shc","shun chang","350721000000","顺昌县"
350722,3507,2,"浦城","puc","pu cheng","350722000000","浦城县"
350723,3507,2,"光泽","guz","guang ze","350723000000","光泽县"
350724,3507,2,"松溪","sox","song xi","350724000000","松溪县"
350725,3507,2,"政和","zhh","zheng he","350725000000","政和县"
350781,3507,2,"邵武","shw","shao wu","350781000000","邵武市"
350782,3507,2,"武夷山","wuys","wu yi shan","350782000000","武夷山市"
350783,3507,2,"建瓯","jio","jian ou","350783000000","建瓯市"
3508,35,1,"龙岩","loy","long yan","350800000000","龙岩市"
350802,3508,2,"新罗","xil","xin luo","350802000000","新罗区"
350803,3508,2,"永定","yod","yong ding","350803000000","永定区"
350821,3508,2,"长汀","cht","chang ting","350821000000","长汀县"
350823,3508,2,"上杭","shh","shang hang","350823000000","上杭县"
350824,3508,2,"武平","wup","wu ping","350824000000","武平县"
350825,3508,2,"连城","lic","lian cheng","350825000000","连城县"
350881,3508,2,"漳平","zhp","zhang ping","350881000000","漳平市"
3509,35,1,"宁德","nid","ning de","350900000000","宁德市"
350902,3509,2,"蕉城","jic","jiao cheng","350902000000","蕉城区"
350921,3509,2,"霞浦","xip","xia pu","350921000000","霞浦县"
350922,3509,2,"古田","gut","gu tian","350922000000","古田县"
350923,3509,2,"屏南","pin","ping nan","350923000000","屏南县"
350924,3509,2,"寿宁","shn","shou ning","350924000000","寿宁县"
350925,3509,2,"周宁","zhn","zhou ning","350925000000","周宁县"
350926,3509,2,"柘荣","zhr","zhe rong","350926000000","柘荣县"
350981,3509,2,"福安","fua","fu an","350981000000","福安市"
350982,3509,2,"福鼎","fud","fu ding","350982000000","福鼎市"
36,0,0,"江西","jix","jiang xi","36","江西省"
3601,36,1,"南昌","nac","nan chang","360100000000","南昌市"
360102,3601,2,"东湖","doh","dong hu","360102000000","东湖区"
360103,3601,2,"西湖","xih","xi hu","360103000000","西湖区"
360104,3601,2,"青云谱","qiyp","qing yun pu","360104000000","青云谱区"
360105,3601,2,"湾里","wal","wan li","360105000000","湾里区"
360111,3601,2,"青山湖","qish","qing shan hu","360111000000","青山湖区"
360112,3601,2,"新建","xij","xin jian","360112000000","新建区"
360121,3601,2,"南昌","nac","nan chang","360121000000","南昌县"
360123,3601,2,"安义","any","an yi","360123000000","安义县"
360124,3601,2,"进贤","jix","jin xian","360124000000","进贤县"
3602,36,1,"景德镇","jidz","jing de zhen","360200000000","景德镇市"
360202,3602,2,"昌江","chj","chang jiang","360202000000","昌江区"
360203,3602,2,"珠山","zhs","zhu shan","360203000000","珠山区"
360222,3602,2,"浮梁","ful","fu liang","360222000000","浮梁县"
360281,3602,2,"乐平","lep","le ping","360281000000","乐平市"
3603,36,1,"萍乡","pix","ping xiang","360300000000","萍乡市"
360302,3603,2,"安源","any","an yuan","360302000000","安源区"
360313,3603,2,"湘东","xid","xiang dong","360313000000","湘东区"
360321,3603,2,"莲花","lih","lian hua","360321000000","莲花县"
360322,3603,2,"上栗","shl","shang li","360322000000","上栗县"
