id,pid,deep,name,pinyin_prefix,pinyin,ext_id,ext_name
62,0,0,"甘肃","g","gan su","620000000000","甘肃省"
6201,62,1,"兰州","l","lan zhou","620100000000","兰州市"
620102,6201,2,"城关","c","cheng guan","620102000000","城关区"
620103,6201,2,"七里河","q","qi li he","620103000000","七里河区"
620104,6201,2,"西固","x","xi gu","620104000000","西固区"
620105,6201,2,"安宁","a","an ning","620105000000","安宁区"
620111,6201,2,"红古","h","hong gu","620111000000","红古区"
620121,6201,2,"永登","y","yong deng","620121000000","永登县"
620122,6201,2,"皋兰","g","gao lan","620122000000","皋兰县"
620123,6201,2,"榆中","y","yu zhong","620123000000","榆中县"
6202,62,1,"嘉峪关","j","jia yu guan","620200000000","嘉峪关市"
620200,6202,2,"嘉峪关","j","jia yu guan","620200000000","嘉峪关市"
6203,62,1,"金昌","j","jin chang","620300000000","金昌市"
620302,6203,2,"金川","j","jin chuan","620302000000","金川区"
620321,6203,2,"永昌","y","yong chang","620321000000","永昌县"
6204,62,1,"白银","b","bai yin","620400000000","白银市"
620402,6204,2,"白银区","b","bai yin qu","620402000000","白银区"
620403,6204,2,"平川","p","ping chuan","620403000000","平川区"
620421,6204,2,"靖远","j","jing yuan","620421000000","靖远县"
620422,6204,2,"会宁","h","hui ning","620422000000","会宁县"
620423,6204,2,"景泰","j","jing tai","620423000000","景泰县"
6205,62,1,"天水","t","tian shui","620500000000","天水市"
620502,6205,2,"秦州","q","qin zhou","620502000000","秦州区"
620503,6205,2,"麦积","m","mai ji","620503000000","麦积区"
620521,6205,2,"清水","q","qing shui","620521000000","清水县"
620522,6205,2,"秦安","q","qin an","620522000000","秦安县"
620523,6205,2,"甘谷","g","gan gu","620523000000","甘谷县"
620524,6205,2,"武山","w","wu shan","620524000000","武山县"
620525,6205,2,"张家川","z","zhang jia chuan","620525000000","张家川回族自治县"
6206,62,1,"武威","w","wu wei","620600000000","武威市"
620602,6206,2,"凉州","l","liang zhou","620602000000","凉州区"
620621,6206,2,"民勤","m","min qin","620621000000","民勤县"
620622,6206,2,"古浪","g","gu lang","620622000000","古浪县"
